experiment_id,method_id,method_label,chain,seed_id,seed_value,seed_group,split,n,auc,balanced_accuracy,sensitivity,specificity
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S12,10694063091131643398,ordinary,locked_external,110,0.664039039039039,0.6066066066066066,0.3888888888888889,0.8243243243243243
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S13,4496119368746308026,ordinary,locked_external,110,0.621996996996997,0.5510510510510511,0.2777777777777778,0.8243243243243243
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S01,777,lucky,locked_external,109,0.8808980213089802,0.6875951293759512,0.3888888888888889,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S02,2232016200,lucky,locked_external,109,0.8866057838660578,0.6320395738203957,0.2777777777777778,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S10,8365301900047924020,lucky,locked_external,109,0.8987823439878234,0.729261796042618,0.4722222222222222,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S04,6902826956892357559,moderate,locked_external,109,0.8439878234398782,0.715372907153729,0.4444444444444444,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S05,2712386035810402826,moderate,locked_external,109,0.875951293759513,0.7014840182648402,0.4166666666666667,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S11,2817756917657900866,moderate,locked_external,109,0.878234398782344,0.7014840182648402,0.4166666666666667,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.8907914764079148,0.7014840182648402,0.4166666666666667,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.8797564687975648,0.7014840182648402,0.4166666666666667,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.8869863013698631,0.604261796042618,0.2222222222222222,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.9025875190258752,0.6459284627092846,0.3055555555555556,0.9863013698630136
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S01,777,lucky,locked_external,110,0.5108858858858859,0.5101351351351351,0.25,0.7702702702702703
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S02,2232016200,lucky,locked_external,110,0.5105105105105104,0.5101351351351351,0.25,0.7702702702702703
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S10,8365301900047924020,lucky,locked_external,110,0.4763513513513514,0.5097597597597597,0.2222222222222222,0.7972972972972973
